ST_PC_CODE,ST_NAME,ST_CODE,PC_NAME,PC_CODE,CANDIDATE_NAME,ST_PC_CODE_NAME,CANDIDATE_SEX,CANDIDATE_CATEGORY,CANDIDATE_AGE,PARTY_ABB,TOTAL_VOTES_POLLED,POSITION,PARTY_NAME,MARGIN
9_9,UTTAR PRADESH,9,AMROHA,9,NARESH KUMAR,9_9_NARESH KUMAR,M,GEN,28.0,IND,2493,7,Independent,0
9_9,UTTAR PRADESH,9,AMROHA,9,KHAJAN SINGH,9_9_KHAJAN SINGH,M,GEN,29.0,RAC,2448,8,Rashtriya Congress (Babu Jagjivanram),0
9_9,UTTAR PRADESH,9,AMROHA,9,SURENDRA SINGH,9_9_SURENDRA SINGH,M,GEN,47.0,IND,2425,9,Independent,0
9_9,UTTAR PRADESH,9,AMROHA,9,NARESH CHAND,9_9_NARESH CHAND,M,SC,50.0,IND,1431,10,Independent,0
9_9,UTTAR PRADESH,9,AMROHA,9,SARVESH KUMAR SAINI,9_9_SARVESH KUMAR SAINI,M,GEN,38.0,SHS,980,11,Shivsena,0
9_9,UTTAR PRADESH,9,AMROHA,9,HUSNEIN RAZAA,9_9_HUSNEIN RAZAA,M,GEN,43.0,aicp,858,12,New All India Congress Party,0
9_9,UTTAR PRADESH,9,AMROHA,9,BRAJLAL,9_9_BRAJLAL,M,SC,33.0,BMUP,837,13,Bahujan Mukti Party,0
9_9,UTTAR PRADESH,9,AMROHA,9,RAKESH,9_9_RAKESH,M,GEN,35.0,PECP,749,14,Peace Party,0
9_9,UTTAR PRADESH,9,AMROHA,9,MAHESH,9_9_MAHESH,M,SC,30.0,RPI(A),713,15,Republican Party of India (A),0
9_9,UTTAR PRADESH,9,AMROHA,9,RAJPAL,9_9_RAJPAL,M,GEN,39.0,ARVP,478,16,Adarsh Rashtriya Vikas Party,0
3_2,PUNJAB,3,AMRITSAR,2,CAPTAIN AMARINDER SINGH,3_2_CAPTAIN AMARINDER SINGH,M,GEN,72.0,INC,482876,1,Indian National Congress,102770
3_2,PUNJAB,3,AMRITSAR,2,ARUN JAITLEY,3_2_ARUN JAITLEY,M,GEN,61.0,BJP,380106,2,Bharatiya Janata Party,0
3_2,PUNJAB,3,AMRITSAR,2,DR. DALJIT SINGH,3_2_DR. DALJIT SINGH,M,GEN,79.0,AAAP,82633,3,Aam Aadmi Party,0
3_2,PUNJAB,3,AMRITSAR,2,AMARJIT SINGH ASAL,3_2_AMARJIT SINGH ASAL,M,SC,58.0,CPI,12902,4,Communist Party of India,0
3_2,PUNJAB,3,AMRITSAR,2,ARUN KUMAR JOSHI,3_2_ARUN KUMAR JOSHI,M,GEN,40.0,IND,9023,5,Independent,0
3_2,PUNJAB,3,AMRITSAR,2,PARDEEP SINGH WALIA,3_2_PARDEEP SINGH WALIA,M,GEN,61.0,BSP,5870,6,Bahujan Samaj Party,0
3_2,PUNJAB,3,AMRITSAR,2,RATTAN SINGH RANDHAWA,3_2_RATTAN SINGH RANDHAWA,M,GEN,59.0,IND,4350,7,Independent,0
3_2,PUNJAB,3,AMRITSAR,2,GAGANDEEP KUMAR,3_2_GAGANDEEP KUMAR,M,GEN,32.0,IND,3294,8,Independent,0
3_2,PUNJAB,3,AMRITSAR,2,DR. INDERPAL,3_2_DR. INDERPAL,M,SC,52.0,IND,3083,9,Independent,0
3_2,PUNJAB,3,AMRITSAR,2,BAL KRISHAN SHARMA,3_2_BAL KRISHAN SHARMA,M,GEN,53.0,IND,2878,10,Independent,0
3_2,PUNJAB,3,AMRITSAR,2,SHAM LAL GANDHIWADI,3_2_SHAM LAL GANDHIWADI,M,SC,32.0,IND,2691,11,Independent,0
3_2,PUNJAB,3,AMRITSAR,2,None of the Above,3_2_None of the Above,0,0,0.0,NOTA,2533,12,None of the Above,0
3_2,PUNJAB,3,AMRITSAR,2,SURINDER KUMAR KHOSLA,3_2_SURINDER KUMAR KHOSLA,M,SC,45.0,IND,2396,13,Independent,0
3_2,PUNJAB,3,AMRITSAR,2,BHAGWANT SINGH,3_2_BHAGWANT SINGH,M,GEN,53.0,IND,2303,14,Independent,0
3_2,PUNJAB,3,AMRITSAR,2,KANWALJIT SINGH SAHOTA,3_2_KANWALJIT SINGH SAHOTA,M,SC,33.0,IND,2123,15,Independent,0
3_2,PUNJAB,3,AMRITSAR,2,REHMAT MASIH,3_2_REHMAT MASIH,M,GEN,55.0,IND,1214,16,Independent,0
3_2,PUNJAB,3,AMRITSAR,2,AMARINDER SINGH,3_2_AMARINDER SINGH,M,GEN,36.0,IND,1151,17,Independent,0
3_2,PUNJAB,3,AMRITSAR,2,MOHINDER SINGH,3_2_MOHINDER SINGH,M,SC,64.0,IND,1140,18,Independent,0
3_2,PUNJAB,3,AMRITSAR,2,BUTA SINGH,3_2_BUTA SINGH,M,SC,33.0,BSP(A),941,19,Bahujan Samaj Party  (Ambedkar),0
3_2,PUNJAB,3,AMRITSAR,2,YUSAF MOHAMMAD,3_2_YUSAF MOHAMMAD,M,GEN,34.0,SP,922,20,Samajwadi Party,0
3_2,PUNJAB,3,AMRITSAR,2,SURINDER SINGH,3_2_SURINDER SINGH,M,GEN,58.0,DCP,833,21,Democratic Congress Party,0
3_2,PUNJAB,3,AMRITSAR,2,BALBIR SINGH,3_2_BALBIR SINGH,M,GEN,49.0,BGTD,827,22,Bharatiya Gaon Taj Dal,0
3_2,PUNJAB,3,AMRITSAR,2,GURDIAL SINGH GILL,3_2_GURDIAL SINGH GILL,M,SC,33.0,DBSP,604,23,Democratic Bharatiya Samaj Party,0
3_2,PUNJAB,3,AMRITSAR,2,KRISHAN SHARMA,3_2_KRISHAN SHARMA,M,GEN,38.0,NBDP,503,24,Nav Bharat Democratic Party,0
24_14,GUJARAT,24,AMRELI,14,KACHHADIYA NARANBHAI BHIKHABHAI,24_14_KACHHADIYA NARANBHAI BHIKHABHAI,M,GEN,58.0,BJP,436715,1,Bharatiya Janata Party,156232
24_14,GUJARAT,24,AMRELI,14,THUMMAR VIRJIBHAI KESHAVBHAI (VIRJIBHAI THUMMAR),24_14_THUMMAR VIRJIBHAI KESHAVBHAI (VIRJIBHAI THUMMAR),M,GEN,54.0,INC,280483,2,Indian National Congress,0
24_14,GUJARAT,24,AMRELI,14,None of the Above,24_14_None of the Above,0,0,0.0,NOTA,19143,3,None of the Above,0
24_14,GUJARAT,24,AMRELI,14,SUKHADIYA NATHALAL VALLABHBHAI,24_14_SUKHADIYA NATHALAL VALLABHBHAI,M,GEN,39.0,AAAP,15520,4,Aam Aadmi Party,0
24_14,GUJARAT,24,AMRELI,14,CHAVADA MANUBHAI PARSHOTTMBHAI,24_14_CHAVADA MANUBHAI PARSHOTTMBHAI,M,GEN,52.0,JD(U),13803,5,Janata Dal  (United),0
24_14,GUJARAT,24,AMRELI,14,RAMANI SURESHBHAI DHIRUBHAI,24_14_RAMANI SURESHBHAI DHIRUBHAI,M,GEN,38.0,IND,10114,6,Independent,0
24_14,GUJARAT,24,AMRELI,14,VALODARA VRAJLAL JIVABHAI,24_14_VALODARA VRAJLAL JIVABHAI,M,SC,73.0,IND,8167,7,Independent,0
24_14,GUJARAT,24,AMRELI,14,DAFADA RAMJIBHAI NANJIBHAI,24_14_DAFADA RAMJIBHAI NANJIBHAI,M,SC,56.0,BSP,7822,8,Bahujan Samaj Party,0
24_14,GUJARAT,24,AMRELI,14,NATHABHAI DAYABHAI TOTA,24_14_NATHABHAI DAYABHAI TOTA,M,GEN,34.0,IND,4032,9,Independent,0
24_14,GUJARAT,24,AMRELI,14,MEHULBHAI HIMATBHAI SUKHADIA,24_14_MEHULBHAI HIMATBHAI SUKHADIA,M,GEN,34.0,IND,3439,10,Independent,0
24_14,GUJARAT,24,AMRELI,14,USMANBHAI P. MAGHARA,24_14_USMANBHAI P. MAGHARA,M,GEN,61.0,IND,2216,11,Independent,0
24_14,GUJARAT,24,AMRELI,14,DHIMECHA NARESHBHAI NANJIBHAI,24_14_DHIMECHA NARESHBHAI NANJIBHAI,M,GEN,42.0,IND,2062,12,Independent,0
24_14,GUJARAT,24,AMRELI,14,SANGANI VIJAYBHAI DINESHBHAI,24_14_SANGANI VIJAYBHAI DINESHBHAI,M,GEN,33.0,YuS,1938,13,Yuva Sarkar,0
24_14,GUJARAT,24,AMRELI,14,RATHOD JIVANBHAI R.,24_14_RATHOD JIVANBHAI R.,M,SC,30.0,RPI(A),1809,14,Republican Party of India (A),0
24_14,GUJARAT,24,AMRELI,14,JADAV MUSTAKBHAI,24_14_JADAV MUSTAKBHAI,M,GEN,50.0,IND,1553,15,Independent,0
27_7,MAHARASHTRA,27,AMRAVATI,7,ADSUL ANANDRAO VITHOBA,27_7_ADSUL ANANDRAO VITHOBA,M,SC,66.0,SHS,467212,1,Shivsena,137932
27_7,MAHARASHTRA,27,AMRAVATI,7,NAVNEET RAVI RANA,27_7_NAVNEET RAVI RANA,F,SC,28.0,NCP,329280,2,Nationalist Congress Party,0
27_7,MAHARASHTRA,27,AMRAVATI,7,GUNWANT SUDAMRAO DEVPARE,27_7_GUNWANT SUDAMRAO DEVPARE,M,SC,41.0,BSP,98200,3,Bahujan Samaj Party,0
27_7,MAHARASHTRA,27,AMRAVATI,7,DR.RAJENDRA RAMKRISHNA GAWAI,27_7_DR.RAJENDRA RAMKRISHNA GAWAI,M,SC,55.0,RPI,54278,4,Republican Party of India,0
27_7,MAHARASHTRA,27,AMRAVATI,7,RAJU MAHADEORAO SONONE,27_7_RAJU MAHADEORAO SONONE,M,SC,43.0,IND,10052,5,Independent,0
27_7,MAHARASHTRA,27,AMRAVATI,7,RAJU S. MANKAR,27_7_RAJU S. MANKAR,M,SC,46.0,IND,7873,6,Independent,0
27_7,MAHARASHTRA,27,AMRAVATI,7,BHAVNA BHAVESH WASNIK,27_7_BHAVNA BHAVESH WASNIK,F,SC,40.0,AAAP,6424,7,Aam Aadmi Party,0
27_7,MAHARASHTRA,27,AMRAVATI,7,SIRSAT HARIDAS ANKUSH,27_7_SIRSAT HARIDAS ANKUSH,M,SC,61.0,IND,5268,8,Independent,0
27_7,MAHARASHTRA,27,AMRAVATI,7,None of the Above,27_7_None of the Above,0,0,0.0,NOTA,4139,9,None of the Above,0
27_7,MAHARASHTRA,27,AMRAVATI,7,ADV. BANDYA SANE ALIAS BANDU SAMPATRAO SANE,27_7_ADV. BANDYA SANE ALIAS BANDU SAMPATRAO SANE,M,SC,48.0,IND,3732,10,Independent,0
27_7,MAHARASHTRA,27,AMRAVATI,7,JYOTI GAJANAN MAKODE,27_7_JYOTI GAJANAN MAKODE,F,SC,39.0,APoI,3724,11,Ambedkarite Party of India,0
27_7,MAHARASHTRA,27,AMRAVATI,7,MANOHAR BALIRAM SONONE,27_7_MANOHAR BALIRAM SONONE,M,SC,66.0,IND,2489,12,Independent,0
27_7,MAHARASHTRA,27,AMRAVATI,7,VISHWANATH GOTUJI JAMNEKAR,27_7_VISHWANATH GOTUJI JAMNEKAR,M,SC,66.0,IND,2011,13,Independent,0
27_7,MAHARASHTRA,27,AMRAVATI,7,DONGRE PRIYA ANIL,27_7_DONGRE PRIYA ANIL,F,SC,28.0,IND,1734,14,Independent,0
27_7,MAHARASHTRA,27,AMRAVATI,7,ATHAWALEY SANJAY HIRAMANJI,27_7_ATHAWALEY SANJAY HIRAMANJI,M,SC,51.0,IND,1649,15,Independent,0
27_7,MAHARASHTRA,27,AMRAVATI,7,SUNIL DAVID AMRAVATI,27_7_SUNIL DAVID AMRAVATI,M,SC,36.0,BMUP,1463,16,Bahujan Mukti Party,0
27_7,MAHARASHTRA,27,AMRAVATI,7,RAMTEKE RAMESH DEVIDASRAO,27_7_RAMTEKE RAMESH DEVIDASRAO,M,SC,58.0,RPI(KH),1442,17,Republican Party of India (Khobragade),0
27_7,MAHARASHTRA,27,AMRAVATI,7,JYOTI SANJAY DEWKAR,27_7_JYOTI SANJAY DEWKAR,F,SC,35.0,IND,1312,18,Independent,0
27_7,MAHARASHTRA,27,AMRAVATI,7,KIRANTAI DADARAO ALIAS KOKUBHAU KOKATE,27_7_KIRANTAI DADARAO ALIAS KOKUBHAU KOKATE,F,SC,30.0,IND,970,19,Independent,0
27_7,MAHARASHTRA,27,AMRAVATI,7,ASHATAI ABHYANKAR AMRAVATI,27_7_ASHATAI ABHYANKAR AMRAVATI,F,SC,56.0,IND,809,20,Independent,0
28_24,ANDHRA PRADESH,28,AMLAPURAM,24,DR PANDULA RAVINDRA BABU,28_24_DR PANDULA RAVINDRA BABU,M,SC,58.0,TDP,594547,1,Telugu Desam,120576
28_24,ANDHRA PRADESH,28,AMLAPURAM,24,PINIPE VISWARUPU,28_24_PINIPE VISWARUPU,M,SC,51.0,YSRCP,473971,2,Yuvajana Sramika Rythu Congress Party,0
28_24,ANDHRA PRADESH,28,AMLAPURAM,24,AITHABATHULA JOGESWARA VENKATA BUTCHI MAHESWARA RAO,28_24_AITHABATHULA JOGESWARA VENKATA BUTCHI MAHESWARA RAO,M,SC,63.0,INC,12182,3,Indian National Congress,0
28_24,ANDHRA PRADESH,28,AMLAPURAM,24,G.V.HARSHA KUMAR,28_24_G.V.HARSHA KUMAR,M,SC,54.0,JaSPa,9931,4,Jai Samaikyandhra Party,0
28_24,ANDHRA PRADESH,28,AMLAPURAM,24,GEDDAM SAMPADA RAO,28_24_GEDDAM SAMPADA RAO,M,SC,44.0,BSP,7219,5,Bahujan Samaj Party,0
28_24,ANDHRA PRADESH,28,AMLAPURAM,24,None of the Above,28_24_None of the Above,0,0,0.0,NOTA,6141,6,None of the Above,0
28_24,ANDHRA PRADESH,28,AMLAPURAM,24,KUNCHE PEDASATYANARAYANA,28_24_KUNCHE PEDASATYANARAYANA,M,SC,43.0,PPOI,4560,7,Pyramid Party of India,0
28_24,ANDHRA PRADESH,28,AMLAPURAM,24,KONKI VENKATA RAO,28_24_KONKI VENKATA RAO,M,SC,33.0,RP(K),3233,8,Republican Paksha (Khoripa),0
28_24,ANDHRA PRADESH,28,AMLAPURAM,24,VIJAYA CHAKRAVARTHY PANTHAGADA,28_24_VIJAYA CHAKRAVARTHY PANTHAGADA,M,SC,61.0,RPI(KH),2867,9,Republican Party of India (Khobragade),0
28_24,ANDHRA PRADESH,28,AMLAPURAM,24,VADDI WINSTON CHURCHILL,28_24_VADDI WINSTON CHURCHILL,M,SC,46.0,IND,1684,10,Independent,0
28_24,ANDHRA PRADESH,28,AMLAPURAM,24,YALANGI RAMESH,28_24_YALANGI RAMESH,M,SC,50.0,IND,1171,11,Independent,0
28_24,ANDHRA PRADESH,28,AMLAPURAM,24,KASI CHANDRAMOULI,28_24_KASI CHANDRAMOULI,M,SC,28.0,IND,1110,12,Independent,0
28_24,ANDHRA PRADESH,28,AMLAPURAM,24,UNDRU GANI RAJU,28_24_UNDRU GANI RAJU,M,SC,32.0,IND,862,13,Independent,0
28_24,ANDHRA PRADESH,28,AMLAPURAM,24,BHASKARA RAO BUNGA,28_24_BHASKARA RAO BUNGA,M,SC,65.0,IND,824,14,Independent,0
28_24,ANDHRA PRADESH,28,AMLAPURAM,24,KOMMU SATYAVATHI,28_24_KOMMU SATYAVATHI,F,SC,41.0,IND,625,15,Independent,0
9_37,UTTAR PRADESH,9,AMETHI,37,RAHUL GANDHI,9_37_RAHUL GANDHI,M,GEN,43.0,INC,408651,1,Indian National Congress,107903
9_37,UTTAR PRADESH,9,AMETHI,37,SMRITI ZUBIN IRANI,9_37_SMRITI ZUBIN IRANI,,,,BJP,300748,2,Bharatiya Janata Party,0
9_37,UTTAR PRADESH,9,AMETHI,37,DHARMENDRA PRATAP SINGH,9_37_DHARMENDRA PRATAP SINGH,M,GEN,33.0,BSP,57716,3,Bahujan Samaj Party,0
9_37,UTTAR PRADESH,9,AMETHI,37,DR. KUMAR VISHVAS,9_37_DR. KUMAR VISHVAS,M,GEN,44.0,AAAP,25527,4,Aam Aadmi Party,0
9_37,UTTAR PRADESH,9,AMETHI,37,VEDPAL SHASATRI,9_37_VEDPAL SHASATRI,M,GEN,62.0,VIP,6464,5,VANCHITSAMAJ INSAAF PARTY,0
9_37,UTTAR PRADESH,9,AMETHI,37,RAMESH CHANDRA,9_37_RAMESH CHANDRA,M,GEN,35.0,IND,6422,6,Independent,0
9_37,UTTAR PRADESH,9,AMETHI,37,SWAMINATH,9_37_SWAMINATH,M,GEN,32.0,IND,5537,7,Independent,0
9_37,UTTAR PRADESH,9,AMETHI,37,GOPAL SWAROOP GANDHI,9_37_GOPAL SWAROOP GANDHI,M,GEN,51.0,KMBS,5467,8,Kisan Majdoor Berojgar Sangh,0
9_37,UTTAR PRADESH,9,AMETHI,37,TULSIRAM,9_37_TULSIRAM,M,SC,26.0,IND,4884,9,Independent,0
9_37,UTTAR PRADESH,9,AMETHI,37,MOHD HASAN LAHRI,9_37_MOHD HASAN LAHRI,M,GEN,33.0,QED,4457,10,Qaumi Ekta Dal,0
9_37,UTTAR PRADESH,9,AMETHI,37,CHHAYA SINGH,9_37_CHHAYA SINGH,F,GEN,27.0,AITC,4109,11,All India Trinamool Congress,0
9_37,UTTAR PRADESH,9,AMETHI,37,UMAKANT,9_37_UMAKANT,M,GEN,51.0,IND,3305,12,Independent,0
9_37,UTTAR PRADESH,9,AMETHI,37,LAL BAHADUR,9_37_LAL BAHADUR,M,GEN,40.0,IND,2845,13,Independent,0
9_37,UTTAR PRADESH,9,AMETHI,37,MITHILESH KUMARI,9_37_MITHILESH KUMARI,F,GEN,29.0,IND,2726,14,Independent,0
9_37,UTTAR PRADESH,9,AMETHI,37,VASDEO,9_37_VASDEO,M,GEN,52.0,CPIM,2546,15,Communist Party of India (Marxist-Leninist) Red Star,0
9_37,UTTAR PRADESH,9,AMETHI,37,GIRIJA BAKS,9_37_GIRIJA BAKS,M,GEN,52.0,IND,2454,16,Independent,0
9_37,UTTAR PRADESH,9,AMETHI,37,RAM SAJIWAN,9_37_RAM SAJIWAN,M,SC,40.0,IND,2384,17,Independent,0
9_37,UTTAR PRADESH,9,AMETHI,37,DWARIKA PRASAD,9_37_DWARIKA PRASAD,M,GEN,55.0,IND,2345,18,Independent,0
9_37,UTTAR PRADESH,9,AMETHI,37,SHIV KUMAR,9_37_SHIV KUMAR,M,GEN,38.0,IND,2289,19,Independent,0
9_37,UTTAR PRADESH,9,AMETHI,37,JITENDRA SINGH,9_37_JITENDRA SINGH,M,GEN,26.0,IND,2201,20,Independent,0
9_37,UTTAR PRADESH,9,AMETHI,37,RAMSIDDH YADAV,9_37_RAMSIDDH YADAV,M,GEN,58.0,MwSP,2189,21,Manavtawadi Samaj Party,0
9_37,UTTAR PRADESH,9,AMETHI,37,C L MAURYA,9_37_C L MAURYA,M,GEN,39.0,PGSP,1871,22,Pragatisheel Samaj Party,0
9_37,UTTAR PRADESH,9,AMETHI,37,None of the Above,9_37_None of the Above,0,0,0.0,NOTA,1784,23,None of the Above,0
9_37,UTTAR PRADESH,9,AMETHI,37,RADHE MOHAN,9_37_RADHE MOHAN,M,GEN,39.0,ssrd,1753,24,Sanatan Sanskriti Raksha Dal,0
9_37,UTTAR PRADESH,9,AMETHI,37,BABU LAL,9_37_BABU LAL,M,GEN,51.0,BMUP,1617,25,Bahujan Mukti Party,0
9_37,UTTAR PRADESH,9,AMETHI,37,RAM ASREY,9_37_RAM ASREY,M,GEN,44.0,RaMSP,1572,26,Rashtriya Manav samman Party,0
9_37,UTTAR PRADESH,9,AMETHI,37,ZAHIDA BEGAM,9_37_ZAHIDA BEGAM,F,GEN,46.0,PECP,1387,27,Peace Party,0
9_37,UTTAR PRADESH,9,AMETHI,37,GANGESH KUMAR GUPTA,9_37_GANGESH KUMAR GUPTA,M,GEN,32.0,IND,1307,28,Independent,0
9_37,UTTAR PRADESH,9,AMETHI,37,BHAGWAN DEEN,9_37_BHAGWAN DEEN,M,SC,50.0,IND,1299,29,Independent,0
9_37,UTTAR PRADESH,9,AMETHI,37,NARESH SINGH BHADAURIYA,9_37_NARESH SINGH BHADAURIYA,M,GEN,51.0,IND,1255,30,Independent,0
9_37,UTTAR PRADESH,9,AMETHI,37,SONAM KINNAR,9_37_SONAM KINNAR,O,GEN,35.0,IND,1252,31,Independent,0
9_37,UTTAR PRADESH,9,AMETHI,37,RAM NEWAJ,9_37_RAM NEWAJ,M,GEN,50.0,PMSP,1140,32,Pragatisheel Manav Samaj Party,0
9_37,UTTAR PRADESH,9,AMETHI,37,RAVI KUMAR,9_37_RAVI KUMAR,M,GEN,35.0,MBCOI,1064,33,Most Backward Classes Of India,0
9_37,UTTAR PRADESH,9,AMETHI,37,JAGAT SINGH CHAUDHARY,9_37_JAGAT SINGH CHAUDHARY,M,GEN,58.0,IND,1043,34,Independent,0
9_37,UTTAR PRADESH,9,AMETHI,37,SANJAY KUMAR,9_37_SANJAY KUMAR,M,SC,26.0,IND,1015,35,Independent,0
9_55,UTTAR PRADESH,9,AMBEDKAR NAGAR,55,HARI OM PANDEY,9_55_HARI OM PANDEY,M,GEN,58.0,BJP,432104,1,Bharatiya Janata Party,139429
9_55,UTTAR PRADESH,9,AMBEDKAR NAGAR,55,RAKESH PANDEY,9_55_RAKESH PANDEY,M,GEN,60.0,BSP,292675,2,Bahujan Samaj Party,0
9_55,UTTAR PRADESH,9,AMBEDKAR NAGAR,55,RAM MURTI VERMA,9_55_RAM MURTI VERMA,M,GEN,49.0,SP,234467,3,Samajwadi Party,0
9_55,UTTAR PRADESH,9,AMBEDKAR NAGAR,55,ASHOK SINGH,9_55_ASHOK SINGH,M,GEN,61.0,INC,22775,4,Indian National Congress,0
9_55,UTTAR PRADESH,9,AMBEDKAR NAGAR,55,SURESH KUMAR BAUDDH,9_55_SURESH KUMAR BAUDDH,M,SC,30.0,MADP,7694,5,Moulik Adhikar Party,0
9_55,UTTAR PRADESH,9,AMBEDKAR NAGAR,55,None of the Above,9_55_None of the Above,0,0,0.0,NOTA,7422,6,None of the Above,0
9_55,UTTAR PRADESH,9,AMBEDKAR NAGAR,55,TIGER RAMNIHOR PATEL,9_55_TIGER RAMNIHOR PATEL,M,GEN,63.0,IND,7040,7,Independent,0
9_55,UTTAR PRADESH,9,AMBEDKAR NAGAR,55,J.S. KASHYAP(JAHAR SINGH KASHYAP),9_55_J.S. KASHYAP(JAHAR SINGH KASHYAP),M,GEN,62.0,BMUP,6896,8,Bahujan Mukti Party,0
9_55,UTTAR PRADESH,9,AMBEDKAR NAGAR,55,GOPAL NISHAD,9_55_GOPAL NISHAD,M,GEN,52.0,SBSP,5792,9,Suheldev Bhartiya Samaj Party,0
9_55,UTTAR PRADESH,9,AMBEDKAR NAGAR,55,VINOD KUMAR TIWARI,9_55_VINOD KUMAR TIWARI,M,GEN,43.0,IND,4707,10,Independent,0
9_55,UTTAR PRADESH,9,AMBEDKAR NAGAR,55,SREERAM,9_55_SREERAM,M,GEN,53.0,MBCOI,4138,11,Most Backward Classes Of India,0
9_55,UTTAR PRADESH,9,AMBEDKAR NAGAR,55,BRIJESH KUMAR,9_55_BRIJESH KUMAR,M,GEN,31.0,AAAP,3025,12,Aam Aadmi Party,0
9_55,UTTAR PRADESH,9,AMBEDKAR NAGAR,55,SURENDRA KUMAR,9_55_SURENDRA KUMAR,M,SC,39.0,ARVP,2590,13,Adarsh Rashtriya Vikas Party,0
9_55,UTTAR PRADESH,9,AMBEDKAR NAGAR,55,BALMUKUND DHURIYA,9_55_BALMUKUND DHURIYA,M,GEN,35.0,CPI(ML)(L),1942,14,Communist Party of India  (Marxist-Leninist)  (Liberation),0
9_55,UTTAR PRADESH,9,AMBEDKAR NAGAR,55,RAM BAHAL VERMA,9_55_RAM BAHAL VERMA,M,GEN,61.0,SPP,1137,15,Samyak Parivartan Party,0
6_1,HARYANA,6,AMBALA,1,RATTAN LAL KATARIA,6_1_RATTAN LAL KATARIA,M,SC,62.0,BJP,612121,1,Bharatiya Janata Party,340074
6_1,HARYANA,6,AMBALA,1,RAJ KUMAR BALMIKI,6_1_RAJ KUMAR BALMIKI,M,SC,57.0,INC,272047,2,Indian National Congress,0
6_1,HARYANA,6,AMBALA,1,DR. KUSUM SHERWAL,6_1_DR. KUSUM SHERWAL,F,SC,43.0,INLD,129571,3,Indian National Lok Dal,0
6_1,HARYANA,6,AMBALA,1,DR. KAPOOR SINGH,6_1_DR. KAPOOR SINGH,M,SC,54.0,BSP,102627,4,Bahujan Samaj Party,0
6_1,HARYANA,6,AMBALA,1,SURINDER PAL SINGH,6_1_SURINDER PAL SINGH,M,SC,53.0,AAAP,63626,5,Aam Aadmi Party,0
6_1,HARYANA,6,AMBALA,1,ARUN KUMAR,6_1_ARUN KUMAR,M,SC,42.0,CPI,11123,6,Communist Party of India,0
6_1,HARYANA,6,AMBALA,1,None of the Above,6_1_None of the Above,0,0,0.0,NOTA,7816,7,None of the Above,0
6_1,HARYANA,6,AMBALA,1,BHUPINDER KUMAR,6_1_BHUPINDER KUMAR,M,SC,47.0,IND,3765,8,Independent,0
6_1,HARYANA,6,AMBALA,1,RAJENDER KUMAR BHATAULI,6_1_RAJENDER KUMAR BHATAULI,M,SC,44.0,BSCP,3432,9,Bhartiya Shakti Chetna Party,0
6_1,HARYANA,6,AMBALA,1,BHURA RAM,6_1_BHURA RAM,M,SC,66.0,IND,3388,10,Independent,0
6_1,HARYANA,6,AMBALA,1,PHOOL CHAND RATTUWALA,6_1_PHOOL CHAND RATTUWALA,M,SC,57.0,IND,3095,11,Independent,0
6_1,HARYANA,6,AMBALA,1,RAMESH CHAND,6_1_RAMESH CHAND,M,SC,49.0,IND,2715,12,Independent,0
6_1,HARYANA,6,AMBALA,1,ISHWAR SINGH,6_1_ISHWAR SINGH,M,SC,44.0,IND,1446,13,Independent,0
6_1,HARYANA,6,AMBALA,1,RAM JAWARI,6_1_RAM JAWARI,M,SC,48.0,RAKP,1290,14,Rashtriya Karmyog Party,0
6_1,HARYANA,6,AMBALA,1,GURNAM SINGH,6_1_GURNAM SINGH,M,SC,55.0,IND,933,15,Independent,0
8_8,RAJASTHAN,8,ALWAR,8,CHAND NATH,8_8_CHAND NATH,M,GEN,58.0,BJP,642278,1,Bharatiya Janata Party,283895
8_8,RAJASTHAN,8,ALWAR,8,BHANWAR JITENDRA SINGH,8_8_BHANWAR JITENDRA SINGH,M,GEN,42.0,INC,358383,2,Indian National Congress,0
8_8,RAJASTHAN,8,ALWAR,8,AZAD HUSAIN,8_8_AZAD HUSAIN,M,GEN,50.0,BSP,19483,3,Bahujan Samaj Party,0
8_8,RAJASTHAN,8,ALWAR,8,DR VIRENDRA VIDROHI,8_8_DR VIRENDRA VIDROHI,M,GEN,50.0,AAAP,8517,4,Aam Aadmi Party,0
8_8,RAJASTHAN,8,ALWAR,8,HARI SINGH SHARMA,8_8_HARI SINGH SHARMA,M,GEN,41.0,IND,3672,5,Independent,0
8_8,RAJASTHAN,8,ALWAR,8,DR. DASHRATH KUMAR HINUNIA,8_8_DR. DASHRATH KUMAR HINUNIA,M,SC,39.0,APoI,3612,6,Ambedkarite Party of India,0
8_8,RAJASTHAN,8,ALWAR,8,HARIPRASAD,8_8_HARIPRASAD,M,SC,41.0,IND,3580,7,Independent,0
8_8,RAJASTHAN,8,ALWAR,8,ARUN KUMAR ROOPAK,8_8_ARUN KUMAR ROOPAK,M,SC,29.0,NADP,3412,8,Naya Daur Party,0
8_8,RAJASTHAN,8,ALWAR,8,JAGDISH PRASAD BAIRWA,8_8_JAGDISH PRASAD BAIRWA,M,SC,33.0,IND,3390,9,Independent,0
8_8,RAJASTHAN,8,ALWAR,8,KISHAN LAL,8_8_KISHAN LAL,M,SC,66.0,IND,2572,10,Independent,0
8_8,RAJASTHAN,8,ALWAR,8,None of the Above,8_8_None of the Above,0,0,0.0,NOTA,2512,11,None of the Above,0
